name,id,cot_type,servertime
ICAO-AB6800,39787836,a-n-A-C-F-m,201705080725
A6FA94,39665347,a-n-A-C-F-m,201705071645
C01EF7,39762669,a-n-A-C-F-m,201705071810
AD734A,39725092,a-n-A-C-F-m,201705071740
AD8C4C,39754777,a-n-A-C-F-m,201705071800
ICAO-AAABF6,39720396,a-n-A-C-F-m,201705071735
ABE42C,39671893,a-n-A-C-F-m,201705071655
C01EF7,39756006,a-n-A-C-F-m,201705071805
ICAO-A4322C,39680510,a-n-A-C-F-s,201705071700
A8A3CE,39733962,a-n-A-C-F-m,201705071750
A65527,39702416,a-n-A-C-F-m,201705071715
ICAO-A88E71,39661391,a-n-A-C-F-m,201705071640
A35AAE,39793016,a-n-A-C-F-m,201705080845
A96BA2,39697539,a-n-A-C-F-m,201705071715
ABA7B0,39664537,a-n-A-C-F-m,201705071645
42423F,39665250,a-n-A-C-F-m,201705071645
AA56B6,39712839,a-n-A-C-F-m,201705071725
A8A3CE,39734273,a-n-A-C-F-m,201705071750
ICAO-ABA324,39772142,a-n-A-C-F-m,201705072005
ABA7B0,39664717,a-n-A-C-F-m,201705071645
A6082F,39696622,a-n-A-C-F-m,201705071710
ICAO-A3612A,39773690,a-n-A-C-F-m,201705072025
AA600A,39666565,a-n-A-C-F-m,201705071650
ICAO-A658DE,39685816,a-n-A-C-F-m,201705071705
A8A3CE,39729038,a-n-A-C-F-m,201705071745
ABF826,39697884,a-n-A-C-F-m,201705071715
A35AAE,39710703,a-n-A-C-F-m,201705071725
ICAO-A71F24,39784727,a-n-A-C-F-m,201705080610
A4337C,39733698,a-n-A-C-F-m,201705071750
ICAO-A967EB,39785247,a-n-A-C-F-m,201705080630
ICAO-A6CB48,39702055,a-n-A-C-F-m,201705071715
A6FA94,39666671,a-n-A-C-F-m,201705071650
AA6F46,39707783,a-n-A-C-F-m,201705071720
C06A39,39680255,a-n-A-C-F-m,201705071700
ICAO-AD6C3B,39773272,a-n-A-C-F-m,201705072020
ACC3B4,39805999,a-n-A-C-F-m,201705080850
42423F,39661146,a-n-A-C-F-m,201705071640
ICAO-AAABF6,39770962,a-n-A-C-F-m,201705071950
A403F4,39701614,a-n-A-C-F-m,201705071715
ACCA88,39792973,a-n-A-C-F-m,201705080845
A8C802,39665811,a-n-A-C-F-m,201705071645
AA75EF,39721740,a-n-A-C-F-m,201705071735
