name,id,cot_type,servertime
A38E11,39687181,a-n-A-C-F-m,201705071705
A38E11,39683985,a-n-A-C-F-m,201705071705
A38E11,39688117,a-n-A-C-F-m,201705071705
A38E11,39693624,a-n-A-C-F-m,201705071710
A38E11,39682616,a-n-A-C-F-m,201705071700
A38E11,39689357,a-n-A-C-F-m,201705071705
A38E11,39693231,a-n-A-C-F-m,201705071710
A38E11,39685914,a-n-A-C-F-m,201705071705
A38E11,39684377,a-n-A-C-F-m,201705071705
A38E11,39690741,a-n-A-C-F-m,201705071710
A38E11,39687073,a-n-A-C-F-m,201705071705
A38E11,39694067,a-n-A-C-F-m,201705071710
A38E11,39687233,a-n-A-C-F-m,201705071705
A38E11,39686870,a-n-A-C-F-m,201705071705
A38E11,39684129,a-n-A-C-F-m,201705071705
A38E11,39688665,a-n-A-C-F-m,201705071705
A38E11,39693684,a-n-A-C-F-m,201705071710
A38E11,39690038,a-n-A-C-F-m,201705071710
A38E11,39686076,a-n-A-C-F-m,201705071705
A38E11,39685123,a-n-A-C-F-m,201705071705
A38E11,39685252,a-n-A-C-F-m,201705071705
A38E11,39683924,a-n-A-C-F-m,201705071705
A38E11,39689672,a-n-A-C-F-m,201705071705
A38E11,39685709,a-n-A-C-F-m,201705071705
A38E11,39685319,a-n-A-C-F-m,201705071705
A38E11,39683136,a-n-A-C-F-m,201705071700
A38E11,39687398,a-n-A-C-F-m,201705071705
A38E11,39684589,a-n-A-C-F-m,201705071705
A38E11,39687485,a-n-A-C-F-m,201705071705
A38E11,39691443,a-n-A-C-F-m,201705071710
A38E11,39687056,a-n-A-C-F-m,201705071705
A38E11,39687440,a-n-A-C-F-m,201705071705
A38E11,39685256,a-n-A-C-F-m,201705071705
A38E11,39689832,a-n-A-C-F-m,201705071705
A38E11,39688572,a-n-A-C-F-m,201705071705
A38E11,39691728,a-n-A-C-F-m,201705071710
A38E11,39685327,a-n-A-C-F-m,201705071705
A38E11,39689168,a-n-A-C-F-m,201705071705
A38E11,39686758,a-n-A-C-F-m,201705071705
A38E11,39686452,a-n-A-C-F-m,201705071705
A38E11,39687252,a-n-A-C-F-m,201705071705
A38E11,39682993,a-n-A-C-F-m,201705071700
A38E11,39689553,a-n-A-C-F-m,201705071705
A38E11,39685497,a-n-A-C-F-m,201705071705
A38E11,39688660,a-n-A-C-F-m,201705071705
A38E11,39688252,a-n-A-C-F-m,201705071705
A38E11,39682694,a-n-A-C-F-m,201705071700
A38E11,39689135,a-n-A-C-F-m,201705071705
A38E11,39688310,a-n-A-C-F-m,201705071705
A38E11,39682397,a-n-A-C-F-m,201705071700
A38E11,39684618,a-n-A-C-F-m,201705071705
A38E11,39687227,a-n-A-C-F-m,201705071705
A38E11,39684523,a-n-A-C-F-m,201705071705
A38E11,39685395,a-n-A-C-F-m,201705071705
A38E11,39689613,a-n-A-C-F-m,201705071705
A38E11,39683782,a-n-A-C-F-m,201705071705
A38E11,39686841,a-n-A-C-F-m,201705071705
A38E11,39690754,a-n-A-C-F-m,201705071710
A38E11,39683272,a-n-A-C-F-m,201705071700
A38E11,39689937,a-n-A-C-F-m,201705071710
A38E11,39689278,a-n-A-C-F-m,201705071705
A38E11,39690351,a-n-A-C-F-m,201705071710
A38E11,39683909,a-n-A-C-F-m,201705071705
A38E11,39685796,a-n-A-C-F-m,201705071705
A38E11,39687205,a-n-A-C-F-m,201705071705
A38E11,39687401,a-n-A-C-F-m,201705071705
A38E11,39690410,a-n-A-C-F-m,201705071710
A38E11,39686154,a-n-A-C-F-m,201705071705
A38E11,39683165,a-n-A-C-F-m,201705071700
A38E11,39691518,a-n-A-C-F-m,201705071710
A38E11,39688987,a-n-A-C-F-m,201705071705
A38E11,39690232,a-n-A-C-F-m,201705071710
A38E11,39684374,a-n-A-C-F-m,201705071705
A38E11,39689755,a-n-A-C-F-m,201705071705
A38E11,39684706,a-n-A-C-F-m,201705071705
A38E11,39683298,a-n-A-C-F-m,201705071700
A38E11,39657219,a-n-A-C-F-m,201705071635
A38E11,39687003,a-n-A-C-F-m,201705071705
A38E11,39693354,a-n-A-C-F-m,201705071710
A38E11,39683534,a-n-A-C-F-m,201705071700
A38E11,39687326,a-n-A-C-F-m,201705071705
A38E11,39683781,a-n-A-C-F-m,201705071705
A38E11,39683242,a-n-A-C-F-m,201705071700
A38E11,39691493,a-n-A-C-F-m,201705071710
A38E11,39687365,a-n-A-C-F-m,201705071705
A38E11,39688496,a-n-A-C-F-m,201705071705
A38E11,39686882,a-n-A-C-F-m,201705071705
A38E11,39682935,a-n-A-C-F-m,201705071700
A38E11,39686058,a-n-A-C-F-m,201705071705
A38E11,39692514,a-n-A-C-F-m,201705071710
A38E11,39685584,a-n-A-C-F-m,201705071705
A38E11,39687310,a-n-A-C-F-m,201705071705
A38E11,39683373,a-n-A-C-F-m,201705071700
A38E11,39690221,a-n-A-C-F-m,201705071710
A38E11,39684149,a-n-A-C-F-m,201705071705
A38E11,39688542,a-n-A-C-F-m,201705071705
A38E11,39685412,a-n-A-C-F-m,201705071705
A38E11,39687180,a-n-A-C-F-m,201705071705
A38E11,39689365,a-n-A-C-F-m,201705071705
A38E11,39692201,a-n-A-C-F-m,201705071710
A38E11,39692637,a-n-A-C-F-m,201705071710
A38E11,39685997,a-n-A-C-F-m,201705071705
A38E11,39691985,a-n-A-C-F-m,201705071710
A38E11,39686448,a-n-A-C-F-m,201705071705
A38E11,39692195,a-n-A-C-F-m,201705071710
A38E11,39689413,a-n-A-C-F-m,201705071705
A38E11,39685025,a-n-A-C-F-m,201705071705
A38E11,39685433,a-n-A-C-F-m,201705071705
A38E11,39689677,a-n-A-C-F-m,201705071705
A38E11,39691114,a-n-A-C-F-m,201705071710
A38E11,39684786,a-n-A-C-F-m,201705071705
A38E11,39684608,a-n-A-C-F-m,201705071705
A38E11,39684456,a-n-A-C-F-m,201705071705
A38E11,39686971,a-n-A-C-F-m,201705071705
A38E11,39690981,a-n-A-C-F-m,201705071710
A38E11,39692725,a-n-A-C-F-m,201705071710
A38E11,39686211,a-n-A-C-F-m,201705071705
A38E11,39691265,a-n-A-C-F-m,201705071710
A38E11,39685441,a-n-A-C-F-m,201705071705
A38E11,39691658,a-n-A-C-F-m,201705071710
A38E11,39685055,a-n-A-C-F-m,201705071705
A38E11,39683968,a-n-A-C-F-m,201705071705
A38E11,39693249,a-n-A-C-F-m,201705071710
A38E11,39683094,a-n-A-C-F-m,201705071700
A38E11,39691270,a-n-A-C-F-m,201705071710
A38E11,39693419,a-n-A-C-F-m,201705071710
A38E11,39686451,a-n-A-C-F-m,201705071705
A38E11,39689914,a-n-A-C-F-m,201705071710
A38E11,39691352,a-n-A-C-F-m,201705071710
A38E11,39685668,a-n-A-C-F-m,201705071705
A38E11,39689778,a-n-A-C-F-m,201705071705
A38E11,39685195,a-n-A-C-F-m,201705071705
A38E11,39691693,a-n-A-C-F-m,201705071710
A38E11,39691690,a-n-A-C-F-m,201705071710
A38E11,39690282,a-n-A-C-F-m,201705071710
A38E11,39682689,a-n-A-C-F-m,201705071700
A38E11,39682592,a-n-A-C-F-m,201705071700
A38E11,39693274,a-n-A-C-F-m,201705071710
A38E11,39686508,a-n-A-C-F-m,201705071705
A38E11,39691071,a-n-A-C-F-m,201705071710
A38E11,39683230,a-n-A-C-F-m,201705071700
A38E11,39687468,a-n-A-C-F-m,201705071705
A38E11,39688121,a-n-A-C-F-m,201705071705
A38E11,39686824,a-n-A-C-F-m,201705071705
A38E11,39687360,a-n-A-C-F-m,201705071705
A38E11,39688327,a-n-A-C-F-m,201705071705
A38E11,39690837,a-n-A-C-F-m,201705071710
A38E11,39689599,a-n-A-C-F-m,201705071705
A38E11,39684025,a-n-A-C-F-m,201705071705
A38E11,39691208,a-n-A-C-F-m,201705071710
A38E11,39686664,a-n-A-C-F-m,201705071705
A38E11,39684088,a-n-A-C-F-m,201705071705
A38E11,39687422,a-n-A-C-F-m,201705071705
A38E11,39687946,a-n-A-C-F-m,201705071705
A38E11,39683647,a-n-A-C-F-m,201705071700
A38E11,39690138,a-n-A-C-F-m,201705071710
A38E11,39686804,a-n-A-C-F-m,201705071705
A38E11,39682594,a-n-A-C-F-m,201705071700
A38E11,39682938,a-n-A-C-F-m,201705071700
A38E11,39686152,a-n-A-C-F-m,201705071705
A38E11,39683291,a-n-A-C-F-m,201705071700
A38E11,39684345,a-n-A-C-F-m,201705071705
A38E11,39691630,a-n-A-C-F-m,201705071710
A38E11,39684783,a-n-A-C-F-m,201705071705
A38E11,39689689,a-n-A-C-F-m,201705071705
A38E11,39684708,a-n-A-C-F-m,201705071705
A38E11,39693396,a-n-A-C-F-m,201705071710
A38E11,39688730,a-n-A-C-F-m,201705071705
A38E11,39692429,a-n-A-C-F-m,201705071710
A38E11,39684644,a-n-A-C-F-m,201705071705
A38E11,39689703,a-n-A-C-F-m,201705071705
A38E11,39682657,a-n-A-C-F-m,201705071700
A38E11,39693420,a-n-A-C-F-m,201705071710
A38E11,39684713,a-n-A-C-F-m,201705071705
A38E11,39682714,a-n-A-C-F-m,201705071700
A38E11,39684464,a-n-A-C-F-m,201705071705
A38E11,39689610,a-n-A-C-F-m,201705071705
A38E11,39693597,a-n-A-C-F-m,201705071710
A38E11,39685385,a-n-A-C-F-m,201705071705
A38E11,39686808,a-n-A-C-F-m,201705071705
A38E11,39689422,a-n-A-C-F-m,201705071705
A38E11,39690043,a-n-A-C-F-m,201705071710
A38E11,39691592,a-n-A-C-F-m,201705071710
A38E11,39683921,a-n-A-C-F-m,201705071705
A38E11,39684138,a-n-A-C-F-m,201705071705
A38E11,39684164,a-n-A-C-F-m,201705071705
A38E11,39684816,a-n-A-C-F-m,201705071705
A38E11,39685818,a-n-A-C-F-m,201705071705
A38E11,39689475,a-n-A-C-F-m,201705071705
A38E11,39686438,a-n-A-C-F-m,201705071705
A38E11,39688381,a-n-A-C-F-m,201705071705
A38E11,39684974,a-n-A-C-F-m,201705071705
A38E11,39689609,a-n-A-C-F-m,201705071705
A38E11,39686819,a-n-A-C-F-m,201705071705
A38E11,39685309,a-n-A-C-F-m,201705071705
