name,id,cot_type,servertime
A3FF61,39732783,a-n-A-C-F-m,201705071750
42423F,39659746,a-n-A-C-F-m,201705071640
ICAO-AB9278,39781053,a-n-A-C-F-m,201705072340
ABE42C,39677709,a-n-A-C-F-m,201705071655
ICAO-4006C1,39765245,a-n-A-C-F,201705071820
ICAO-4005BA,39781214,a-n-A-C-F,201705072345
ABE42C,39670278,a-n-A-C-F-m,201705071650
A3FF61,39730915,a-n-A-C-F-m,201705071750
A654CB,39729418,a-n-A-C-F-m,201705071745
42423F,39661423,a-n-A-C-F-m,201705071640
ICAO-A2C094,39776605,a-n-A-C-F-m,201705072125
ICAO-4067D6,39772614,a-n-A-C-F,201705072015
42423F,39664173,a-n-A-C-F-m,201705071645
ICAO-A6FF58,39791059,a-n-A-C-F-s,201705080835
ICAO-A4322C,39680111,a-n-A-C-F-s,201705071700
A84D62,39760184,a-n-A-C-F-m,201705071805
ICAO-AB9278,39781149,a-n-A-C-F-m,201705072340
ICAO-4006C1,39779938,a-n-A-C-F,201705072300
ICAO-AB9278,39781183,a-n-A-C-F-m,201705072340
ICAO-AB9278,39781288,a-n-A-C-F-m,201705072345
ICAO-A6CB48,39787059,a-n-A-C-F-m,201705080710
42423F,39665096,a-n-A-C-F-m,201705071645
ICAO-A05467,39685421,a-n-A-C-F-m,201705071705
A3FF61,39732523,a-n-A-C-F-m,201705071750
ICAO-A6FF58,39791068,a-n-A-C-F-s,201705080835
ICAO-A6CB48,39786967,a-n-A-C-F-m,201705080710
A654CB,39731240,a-n-A-C-F-m,201705071750
ICAO-4CA74E,39704238,a-n-A-C-F,201705071720
ICAO-4006C1,39765009,a-n-A-C-F,201705071820
ICAO-4CA74E,39704502,a-n-A-C-F,201705071720
ICAO-A6FF58,39791487,a-n-A-C-F-s,201705080840
ICAO-ABA324,39710355,a-n-A-C-F-m,201705071725
ICAO-4005BA,39781514,a-n-A-C-F,201705072345
ICAO-A4322C,39680074,a-n-A-C-F-s,201705071700
A3FF61,39734367,a-n-A-C-F-m,201705071750
A3FF61,39733465,a-n-A-C-F-m,201705071750
A654CB,39727308,a-n-A-C-F-m,201705071745
A84D62,39761157,a-n-A-C-F-m,201705071805
A1B029,39687297,a-n-A-C-F-m,201705071705
ICAO-47C5CB,39767442,a-n-A-C-F,201705071900
42423F,39663087,a-n-A-C-F-m,201705071645
ICAO-4067D6,39772777,a-n-A-C-F,201705072015
ICAO-4005BA,39770913,a-n-A-C-F,201705071945
A3FF61,39735072,a-n-A-C-F-m,201705071755
ICAO-A6FF58,39791554,a-n-A-C-F-s,201705080840
A3FF61,39735011,a-n-A-C-F-m,201705071755
ICAO-A6CB48,39787020,a-n-A-C-F-m,201705080710
42423F,39660888,a-n-A-C-F-m,201705071640
A84D62,39760592,a-n-A-C-F-m,201705071805
ICAO-A4322C,39680369,a-n-A-C-F-s,201705071700
ICAO-ADA5EE,39770394,a-n-A-C-F-m,201705071940
ICAO-ABA324,39772161,a-n-A-C-F-m,201705072010
A3FF61,39728869,a-n-A-C-F-m,201705071745
A3FF61,39735448,a-n-A-C-F-m,201705071755
42423F,39664703,a-n-A-C-F-m,201705071645
ICAO-ABA324,39711823,a-n-A-C-F-m,201705071725
A3FF61,39738940,a-n-A-C-F-m,201705071755
ICAO-A6FF58,39791489,a-n-A-C-F-s,201705080840
ABE42C,39669723,a-n-A-C-F-m,201705071650
A654CB,39727027,a-n-A-C-F-m,201705071745
42423F,39661036,a-n-A-C-F-m,201705071640
ICAO-A6FF58,39791746,a-n-A-C-F-s,201705080840
ICAO-ADA5EE,39770280,a-n-A-C-F-m,201705071940
A3FF61,39739325,a-n-A-C-F-m,201705071755
ICAO-ABA324,39710278,a-n-A-C-F-m,201705071725
42423F,39663295,a-n-A-C-F-m,201705071645
A3FF61,39749470,a-n-A-C-F-m,201705071800
42423F,39665428,a-n-A-C-F-m,201705071645
A84D62,39754074,a-n-A-C-F-m,201705071800
ICAO-4006C1,39765011,a-n-A-C-F,201705071820
ICAO-AB4FEA,39786877,a-n-A-C-F-s,201705080705
ICAO-ADA5EE,39770279,a-n-A-C-F-m,201705071940
A654CB,39727475,a-n-A-C-F-m,201705071745
A3FF61,39741263,a-n-A-C-F-m,201705071755
ICAO-A0B550,39784821,a-n-A-C-F-m,201705080615
42423F,39661232,a-n-A-C-F-m,201705071640
A654CB,39727241,a-n-A-C-F-m,201705071745
42423F,39659981,a-n-A-C-F-m,201705071640
ICAO-A6CB48,39708122,a-n-A-C-F-m,201705071720
A3FF61,39736225,a-n-A-C-F-m,201705071755
ABE42C,39671231,a-n-A-C-F-m,201705071655
A84D62,39760423,a-n-A-C-F-m,201705071805
42423F,39662982,a-n-A-C-F-m,201705071645
A84D62,39761603,a-n-A-C-F-m,201705071805
ICAO-4843F3,39764871,a-n-A-C-F,201705071820
ICAO-4005BA,39781312,a-n-A-C-F,201705072345
42423F,39664468,a-n-A-C-F-m,201705071645
A654CB,39726526,a-n-A-C-F-m,201705071745
A3FF61,39734520,a-n-A-C-F-m,201705071750
42423F,39661864,a-n-A-C-F-m,201705071640
ICAO-4006C1,39764976,a-n-A-C-F,201705071820
A84D62,39763114,a-n-A-C-F-m,201705071810
A84D62,39763107,a-n-A-C-F-m,201705071810
A3FF61,39730223,a-n-A-C-F-m,201705071750
42423F,39663202,a-n-A-C-F-m,201705071645
42423F,39663843,a-n-A-C-F-m,201705071645
ICAO-A33B52,39786218,a-n-A-C-F-s,201705080640
ICAO-A6FF58,39791330,a-n-A-C-F-s,201705080835
A84D62,39750937,a-n-A-C-F-m,201705071800
A654CB,39727460,a-n-A-C-F-m,201705071745
ICAO-A6CB48,39702055,a-n-A-C-F-m,201705071715
A3FF61,39732170,a-n-A-C-F-m,201705071750
42423F,39662483,a-n-A-C-F-m,201705071645
A654CB,39729836,a-n-A-C-F-m,201705071750
42423F,39665612,a-n-A-C-F-m,201705071645
ICAO-AB9278,39781024,a-n-A-C-F-m,201705072340
A654CB,39727491,a-n-A-C-F-m,201705071745
A654CB,39732588,a-n-A-C-F-m,201705071750
ABE42C,39673283,a-n-A-C-F-m,201705071655
A84D62,39755470,a-n-A-C-F-m,201705071805
A3FF61,39733366,a-n-A-C-F-m,201705071750
ABE42C,39671227,a-n-A-C-F-m,201705071655
ABE42C,39669933,a-n-A-C-F-m,201705071650
A654CB,39727842,a-n-A-C-F-m,201705071745
ICAO-4067D6,39772760,a-n-A-C-F,201705072015
A654CB,39730477,a-n-A-C-F-m,201705071750
A84D62,39756353,a-n-A-C-F-m,201705071805
A654CB,39729567,a-n-A-C-F-m,201705071750
ICAO-4006C1,39765370,a-n-A-C-F,201705071825
A654CB,39726687,a-n-A-C-F-m,201705071745
ICAO-A6CB48,39704923,a-n-A-C-F-m,201705071720
ICAO-4843F3,39765024,a-n-A-C-F,201705071820
ICAO-A83D1A,39791930,a-n-A-C-F-s,201705080840
A3FF61,39735088,a-n-A-C-F-m,201705071755
ICAO-A0B550,39784656,a-n-A-C-F-m,201705080610
ICAO-478F43,39766156,a-n-A-C-F,201705071845
A84D62,39762068,a-n-A-C-F-m,201705071805
ICAO-780A15,39775518,a-n-A-C-F,201705072045
ICAO-A6FF58,39791030,a-n-A-C-F-s,201705080835
A84D62,39762896,a-n-A-C-F-m,201705071810
42423F,39660182,a-n-A-C-F-m,201705071640
A84D62,39760758,a-n-A-C-F-m,201705071805
ABE42C,39670676,a-n-A-C-F-m,201705071650
42423F,39660672,a-n-A-C-F-m,201705071640
ICAO-A0B550,39784856,a-n-A-C-F-m,201705080615
ICAO-AB4FEA,39786853,a-n-A-C-F-s,201705080705
ICAO-A0B550,39784765,a-n-A-C-F-m,201705080615
A3FF61,39730466,a-n-A-C-F-m,201705071750
A3FF61,39742270,a-n-A-C-F-m,201705071755
42423F,39662277,a-n-A-C-F-m,201705071645
A3FF61,39745897,a-n-A-C-F-m,201705071800
A654CB,39727008,a-n-A-C-F-m,201705071745
ICAO-A2C094,39776644,a-n-A-C-F-m,201705072125
ICAO-4006C1,39764944,a-n-A-C-F,201705071820
A84D62,39761998,a-n-A-C-F-m,201705071805
42423F,39664064,a-n-A-C-F-m,201705071645
ICAO-A6FF58,39791178,a-n-A-C-F-s,201705080835
ICAO-A4322C,39678835,a-n-A-C-F-s,201705071700
A84D62,39754936,a-n-A-C-F-m,201705071800
A3FF61,39730214,a-n-A-C-F-m,201705071750
ICAO-A0B550,39785001,a-n-A-C-F-m,201705080620
ICAO-ABA324,39772139,a-n-A-C-F-m,201705072005
A84D62,39757051,a-n-A-C-F-m,201705071805
A84D62,39756124,a-n-A-C-F-m,201705071805
A654CB,39729566,a-n-A-C-F-m,201705071750
A84D62,39762529,a-n-A-C-F-m,201705071810
A654CB,39729941,a-n-A-C-F-m,201705071750
ICAO-4843F3,39764696,a-n-A-C-F,201705071815
ICAO-AB9278,39781317,a-n-A-C-F-m,201705072345
ICAO-A6FF58,39790909,a-n-A-C-F-s,201705080835
42423F,39664137,a-n-A-C-F-m,201705071645
42423F,39665071,a-n-A-C-F-m,201705071645
ABE42C,39669948,a-n-A-C-F-m,201705071650
42423F,39660438,a-n-A-C-F-m,201705071640
A84D62,39755151,a-n-A-C-F-m,201705071800
42423F,39660893,a-n-A-C-F-m,201705071640
ICAO-A6CB48,39787104,a-n-A-C-F-m,201705080710
ICAO-A6CB48,39706995,a-n-A-C-F-m,201705071720
A654CB,39733543,a-n-A-C-F-m,201705071750
A84D62,39759902,a-n-A-C-F-m,201705071805
42423F,39663033,a-n-A-C-F-m,201705071645
